Entity,Code,Year,Prevalence - Eating disorders - Sex: Both - Age: 20 to 24 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 10 to 14 (Percent),Prevalence - Eating disorders - Sex: Both - Age: All Ages (Percent),Prevalence - Eating disorders - Sex: Both - Age: 30 to 34 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 25 to 29 (Percent),Prevalence - Eating disorders - Sex: Both - Age: 5-14 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 50-69 years (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: 70+ years (Percent),Prevalence - Eating disorders - Sex: Both - Age: 15 to 19 (Percent)
Dominica,DMA,2011,0.57,0.12,0.21,0.48,0.55,0.06,0,0.21,0,0.39
Dominica,DMA,2012,0.58,0.12,0.21,0.48,0.56,0.06,0,0.21,0,0.39
Dominica,DMA,2013,0.58,0.12,0.21,0.48,0.56,0.07,0,0.22,0,0.39
Dominica,DMA,2014,0.58,0.12,0.21,0.49,0.56,0.07,0,0.22,0,0.39
Dominica,DMA,2015,0.58,0.12,0.21,0.49,0.56,0.07,0,0.22,0,0.39
Dominica,DMA,2016,0.58,0.13,0.21,0.49,0.56,0.07,0,0.22,0,0.39
Dominica,DMA,2017,0.58,0.12,0.21,0.5,0.57,0.07,0,0.22,0,0.4
Dominica,DMA,2018,0.58,0.12,0.21,0.5,0.56,0.07,0,0.22,0,0.4
Dominica,DMA,2019,0.58,0.12,0.21,0.49,0.56,0.07,0,0.22,0,0.39
Dominican Republic,DOM,1990,0.49,0.1,0.2,0.41,0.47,0.05,0,0.18,0,0.34
Dominican Republic,DOM,1991,0.49,0.1,0.2,0.41,0.47,0.05,0,0.18,0,0.34
Dominican Republic,DOM,1992,0.49,0.1,0.2,0.41,0.47,0.05,0,0.18,0,0.34
Dominican Republic,DOM,1993,0.5,0.11,0.2,0.41,0.47,0.05,0,0.18,0,0.34
Dominican Republic,DOM,1994,0.5,0.11,0.2,0.42,0.48,0.05,0,0.18,0,0.34
Dominican Republic,DOM,1995,0.5,0.1,0.2,0.42,0.48,0.05,0,0.18,0,0.34
Dominican Republic,DOM,1996,0.5,0.11,0.2,0.42,0.48,0.05,0,0.18,0,0.34
Dominican Republic,DOM,1997,0.51,0.11,0.21,0.42,0.48,0.05,0,0.19,0,0.35
Dominican Republic,DOM,1998,0.51,0.11,0.21,0.43,0.49,0.05,0,0.19,0,0.35
Dominican Republic,DOM,1999,0.52,0.11,0.21,0.43,0.49,0.05,0,0.19,0,0.35
Dominican Republic,DOM,2000,0.52,0.11,0.21,0.43,0.5,0.05,0,0.19,0,0.35
Dominican Republic,DOM,2001,0.53,0.11,0.21,0.44,0.5,0.05,0,0.19,0,0.35
Dominican Republic,DOM,2002,0.53,0.11,0.21,0.44,0.51,0.05,0,0.19,0,0.36
Dominican Republic,DOM,2003,0.53,0.11,0.21,0.45,0.51,0.06,0,0.2,0,0.36
Dominican Republic,DOM,2004,0.54,0.11,0.21,0.45,0.52,0.06,0,0.2,0,0.36
Dominican Republic,DOM,2005,0.54,0.11,0.22,0.46,0.52,0.06,0,0.2,0,0.36
Dominican Republic,DOM,2006,0.54,0.11,0.22,0.46,0.53,0.06,0,0.2,0,0.37
Dominican Republic,DOM,2007,0.55,0.12,0.22,0.47,0.53,0.06,0,0.2,0,0.37
Dominican Republic,DOM,2008,0.56,0.12,0.23,0.47,0.54,0.06,0,0.21,0,0.38
Dominican Republic,DOM,2009,0.57,0.12,0.23,0.48,0.54,0.06,0,0.21,0,0.38
Dominican Republic,DOM,2010,0.57,0.12,0.23,0.48,0.55,0.06,0,0.21,0,0.39
Dominican Republic,DOM,2011,0.58,0.12,0.24,0.48,0.56,0.06,0,0.22,0,0.39
Dominican Republic,DOM,2012,0.59,0.12,0.24,0.49,0.56,0.06,0,0.22,0,0.4
Dominican Republic,DOM,2013,0.59,0.12,0.24,0.5,0.57,0.06,0,0.22,0,0.4
Dominican Republic,DOM,2014,0.6,0.13,0.24,0.5,0.57,0.06,0,0.22,0,0.41
Dominican Republic,DOM,2015,0.61,0.13,0.25,0.51,0.58,0.06,0,0.23,0,0.41
Dominican Republic,DOM,2016,0.62,0.13,0.25,0.52,0.59,0.06,0,0.23,0,0.42
Dominican Republic,DOM,2017,0.63,0.13,0.26,0.53,0.61,0.07,0,0.23,0,0.42
Dominican Republic,DOM,2018,0.64,0.13,0.26,0.54,0.61,0.06,0,0.24,0,0.43
Dominican Republic,DOM,2019,0.65,0.13,0.26,0.55,0.62,0.07,0,0.24,0,0.43
East Asia & Pacific (WB),,1990,0.24,0.07,0.12,0.24,0.24,0.04,0,0.1,0,0.2
East Asia & Pacific (WB),,1991,0.24,0.07,0.12,0.25,0.24,0.04,0,0.1,0,0.2
East Asia & Pacific (WB),,1992,0.24,0.07,0.12,0.25,0.23,0.04,0,0.1,0,0.2
East Asia & Pacific (WB),,1993,0.25,0.07,0.12,0.25,0.24,0.04,0,0.1,0,0.2
East Asia & Pacific (WB),,1994,0.25,0.07,0.12,0.24,0.24,0.04,0,0.1,0,0.21
East Asia & Pacific (WB),,1995,0.25,0.07,0.12,0.24,0.24,0.04,0,0.1,0,0.21
East Asia & Pacific (WB),,1996,0.26,0.08,0.12,0.24,0.24,0.04,0,0.1,0,0.21
East Asia & Pacific (WB),,1997,0.26,0.08,0.12,0.24,0.25,0.04,0,0.11,0,0.21
East Asia & Pacific (WB),,1998,0.26,0.08,0.12,0.24,0.25,0.04,0,0.11,0,0.21
East Asia & Pacific (WB),,1999,0.26,0.08,0.12,0.24,0.25,0.04,0,0.11,0,0.21
East Asia & Pacific (WB),,2000,0.27,0.08,0.12,0.24,0.26,0.04,0,0.11,0,0.21
East Asia & Pacific (WB),,2001,0.27,0.08,0.12,0.25,0.26,0.04,0,0.11,0,0.21
East Asia & Pacific (WB),,2002,0.27,0.08,0.12,0.26,0.27,0.04,0,0.11,0,0.21
East Asia & Pacific (WB),,2003,0.28,0.08,0.12,0.26,0.27,0.04,0,0.11,0,0.21
East Asia & Pacific (WB),,2004,0.28,0.08,0.13,0.27,0.28,0.04,0,0.11,0,0.22
East Asia & Pacific (WB),,2005,0.28,0.08,0.13,0.27,0.28,0.05,0,0.12,0,0.22
East Asia & Pacific (WB),,2006,0.28,0.08,0.13,0.28,0.29,0.05,0,0.12,0,0.22
East Asia & Pacific (WB),,2007,0.29,0.09,0.13,0.28,0.29,0.05,0,0.12,0,0.23
East Asia & Pacific (WB),,2008,0.29,0.09,0.13,0.29,0.29,0.05,0,0.12,0,0.23
East Asia & Pacific (WB),,2009,0.29,0.09,0.13,0.29,0.3,0.05,0,0.12,0,0.24
East Asia & Pacific (WB),,2010,0.29,0.09,0.13,0.3,0.3,0.05,0,0.12,0,0.24
East Asia & Pacific (WB),,2011,0.3,0.09,0.13,0.3,0.3,0.05,0,0.13,0,0.25
East Asia & Pacific (WB),,2012,0.3,0.09,0.13,0.31,0.3,0.05,0,0.13,0,0.25
East Asia & Pacific (WB),,2013,0.31,0.09,0.13,0.32,0.31,0.05,0,0.13,0,0.26
East Asia & Pacific (WB),,2014,0.32,0.1,0.14,0.32,0.31,0.05,0,0.13,0,0.26
East Asia & Pacific (WB),,2015,0.33,0.1,0.14,0.32,0.32,0.05,0,0.14,0,0.27
East Asia & Pacific (WB),,2016,0.34,0.1,0.14,0.33,0.32,0.05,0,0.14,0,0.27
East Asia & Pacific (WB),,2017,0.35,0.1,0.14,0.33,0.33,0.05,0,0.14,0,0.28
East Asia & Pacific (WB),,2018,0.35,0.1,0.14,0.33,0.34,0.05,0,0.15,0,0.28
East Asia & Pacific (WB),,2019,0.36,0.1,0.14,0.34,0.35,0.05,0,0.15,0,0.28
Eastern Mediterranean Region (WHO),,1990,0.37,0.11,0.16,0.38,0.37,0.05,0,0.16,0,0.32
Eastern Mediterranean Region (WHO),,1991,0.37,0.11,0.16,0.38,0.37,0.05,0,0.16,0,0.32
Eastern Mediterranean Region (WHO),,1992,0.37,0.11,0.16,0.37,0.37,0.05,0,0.16,0,0.31
Eastern Mediterranean Region (WHO),,1993,0.37,0.11,0.16,0.37,0.37,0.05,0,0.16,0,0.31
Eastern Mediterranean Region (WHO),,1994,0.37,0.11,0.16,0.37,0.37,0.05,0,0.16,0,0.31
Eastern Mediterranean Region (WHO),,1995,0.37,0.11,0.16,0.37,0.37,0.05,0,0.16,0,0.31
Eastern Mediterranean Region (WHO),,1996,0.37,0.11,0.16,0.37,0.37,0.05,0,0.16,0,0.32
Eastern Mediterranean Region (WHO),,1997,0.37,0.11,0.17,0.37,0.37,0.05,0,0.16,0,0.32
Eastern Mediterranean Region (WHO),,1998,0.37,0.11,0.17,0.38,0.37,0.05,0,0.16,0,0.32
Eastern Mediterranean Region (WHO),,1999,0.37,0.11,0.17,0.38,0.37,0.05,0,0.16,0,0.32
Eastern Mediterranean Region (WHO),,2000,0.37,0.11,0.17,0.38,0.37,0.05,0,0.16,0,0.32
Eastern Mediterranean Region (WHO),,2001,0.38,0.11,0.17,0.38,0.37,0.05,0,0.16,0,0.32
Eastern Mediterranean Region (WHO),,2002,0.38,0.11,0.17,0.38,0.38,0.05,0,0.16,0,0.33
Eastern Mediterranean Region (WHO),,2003,0.39,0.11,0.18,0.38,0.38,0.05,0,0.16,0,0.33
Eastern Mediterranean Region (WHO),,2004,0.39,0.11,0.18,0.39,0.39,0.06,0,0.16,0,0.33
Eastern Mediterranean Region (WHO),,2005,0.39,0.11,0.18,0.39,0.39,0.06,0,0.17,0,0.33
Eastern Mediterranean Region (WHO),,2006,0.4,0.11,0.18,0.4,0.4,0.06,0,0.17,0,0.33
Eastern Mediterranean Region (WHO),,2007,0.41,0.12,0.19,0.4,0.4,0.06,0,0.17,0,0.33
Eastern Mediterranean Region (WHO),,2008,0.41,0.12,0.19,0.41,0.41,0.06,0,0.17,0,0.34
Eastern Mediterranean Region (WHO),,2009,0.42,0.12,0.19,0.42,0.42,0.06,0,0.17,0,0.34
Eastern Mediterranean Region (WHO),,2010,0.42,0.12,0.2,0.43,0.42,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2011,0.42,0.12,0.2,0.43,0.43,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2012,0.42,0.12,0.2,0.43,0.43,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2013,0.42,0.12,0.2,0.44,0.43,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2014,0.42,0.12,0.2,0.44,0.44,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2015,0.42,0.12,0.2,0.45,0.44,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2016,0.42,0.12,0.2,0.45,0.44,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2017,0.42,0.12,0.2,0.46,0.44,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2018,0.42,0.12,0.2,0.46,0.43,0.06,0,0.18,0,0.34
Eastern Mediterranean Region (WHO),,2019,0.42,0.12,0.2,0.46,0.43,0.06,0,0.18,0,0.34
Ecuador,ECU,1990,0.73,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,1991,0.74,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,1992,0.74,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,1993,0.74,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,1994,0.74,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,1995,0.74,0.11,0.28,0.58,0.72,0.06,0,0.25,0,0.43
Ecuador,ECU,1996,0.75,0.12,0.28,0.58,0.72,0.06,0,0.25,0,0.43
Ecuador,ECU,1997,0.75,0.12,0.28,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,1998,0.74,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,1999,0.74,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,2000,0.74,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,2001,0.74,0.12,0.27,0.58,0.71,0.06,0,0.25,0,0.43
Ecuador,ECU,2002,0.75,0.12,0.28,0.58,0.72,0.06,0,0.26,0,0.43
Ecuador,ECU,2003,0.75,0.12,0.28,0.59,0.72,0.06,0,0.26,0,0.44
Ecuador,ECU,2004,0.75,0.12,0.28,0.59,0.73,0.06,0,0.26,0,0.44
Ecuador,ECU,2005,0.76,0.12,0.28,0.6,0.73,0.06,0,0.26,0,0.44
Ecuador,ECU,2006,0.76,0.12,0.28,0.6,0.74,0.06,0,0.26,0,0.45
Ecuador,ECU,2007,0.77,0.12,0.29,0.61,0.74,0.06,0,0.27,0,0.45
Ecuador,ECU,2008,0.78,0.12,0.29,0.61,0.75,0.06,0,0.27,0,0.45
Ecuador,ECU,2009,0.79,0.13,0.29,0.62,0.76,0.06,0,0.27,0,0.46
Ecuador,ECU,2010,0.8,0.13,0.3,0.62,0.77,0.06,0,0.28,0,0.46
Ecuador,ECU,2011,0.8,0.13,0.3,0.63,0.78,0.07,0,0.28,0,0.47
Ecuador,ECU,2012,0.81,0.13,0.3,0.64,0.79,0.07,0,0.28,0,0.47
Ecuador,ECU,2013,0.83,0.13,0.31,0.65,0.8,0.07,0,0.29,0,0.48
Ecuador,ECU,2014,0.84,0.13,0.31,0.66,0.81,0.07,0,0.29,0,0.48
Ecuador,ECU,2015,0.85,0.13,0.31,0.67,0.82,0.07,0,0.29,0,0.49
Ecuador,ECU,2016,0.86,0.14,0.32,0.67,0.83,0.07,0,0.3,0,0.49
Ecuador,ECU,2017,0.86,0.14,0.32,0.68,0.83,0.07,0,0.3,0,0.5
Ecuador,ECU,2018,0.86,0.14,0.32,0.68,0.83,0.07,0,0.3,0,0.5
Ecuador,ECU,2019,0.86,0.14,0.32,0.67,0.83,0.07,0,0.3,0,0.5
Egypt,EGY,1990,0.38,0.12,0.17,0.37,0.37,0.06,0,0.16,0,0.34
Egypt,EGY,1991,0.39,0.12,0.17,0.37,0.38,0.06,0,0.16,0,0.34
Egypt,EGY,1992,0.39,0.12,0.17,0.37,0.38,0.06,0,0.16,0,0.34
Egypt,EGY,1993,0.39,0.12,0.17,0.38,0.38,0.06,0,0.16,0,0.34
Egypt,EGY,1994,0.39,0.12,0.18,0.38,0.38,0.06,0,0.17,0,0.34
Egypt,EGY,1995,0.4,0.12,0.18,0.38,0.39,0.06,0,0.17,0,0.34
Egypt,EGY,1996,0.4,0.12,0.18,0.38,0.39,0.06,0,0.17,0,0.35
Egypt,EGY,1997,0.4,0.13,0.18,0.39,0.39,0.06,0,0.17,0,0.35
Egypt,EGY,1998,0.41,0.13,0.19,0.39,0.39,0.06,0,0.17,0,0.35
Egypt,EGY,1999,0.41,0.13,0.19,0.39,0.4,0.06,0,0.17,0,0.36
Egypt,EGY,2000,0.41,0.13,0.19,0.4,0.4,0.07,0,0.17,0,0.36
Egypt,EGY,2001,0.41,0.13,0.2,0.4,0.41,0.07,0,0.18,0,0.36
Egypt,EGY,2002,0.42,0.13,0.2,0.4,0.41,0.07,0,0.18,0,0.36
Egypt,EGY,2003,0.42,0.13,0.2,0.41,0.41,0.07,0,0.18,0,0.37
Egypt,EGY,2004,0.42,0.13,0.2,0.41,0.42,0.07,0,0.18,0,0.37
Egypt,EGY,2005,0.43,0.13,0.2,0.41,0.42,0.07,0,0.18,0,0.38
Egypt,EGY,2006,0.44,0.13,0.21,0.41,0.42,0.07,0,0.18,0,0.38
Egypt,EGY,2007,0.44,0.13,0.21,0.42,0.43,0.07,0,0.19,0,0.38
Egypt,EGY,2008,0.45,0.14,0.21,0.43,0.43,0.07,0,0.19,0,0.38
Egypt,EGY,2009,0.45,0.14,0.21,0.43,0.44,0.07,0,0.19,0,0.39
Egypt,EGY,2010,0.46,0.14,0.22,0.44,0.45,0.07,0,0.19,0,0.39
Egypt,EGY,2011,0.46,0.14,0.22,0.44,0.45,0.07,0,0.19,0,0.4
Egypt,EGY,2012,0.47,0.14,0.22,0.45,0.46,0.07,0,0.2,0,0.4
Egypt,EGY,2013,0.47,0.14,0.22,0.45,0.46,0.07,0,0.2,0,0.4
Egypt,EGY,2014,0.48,0.14,0.22,0.46,0.47,0.07,0,0.2,0,0.4
Egypt,EGY,2015,0.48,0.14,0.22,0.46,0.47,0.07,0,0.2,0,0.41
Egypt,EGY,2016,0.48,0.15,0.22,0.47,0.47,0.07,0,0.2,0,0.41
Egypt,EGY,2017,0.49,0.15,0.23,0.47,0.48,0.07,0,0.21,0,0.42
Egypt,EGY,2018,0.49,0.15,0.23,0.47,0.48,0.07,0,0.21,0,0.42
Egypt,EGY,2019,0.49,0.15,0.23,0.48,0.48,0.07,0,0.21,0,0.42
El Salvador,SLV,1990,0.46,0.09,0.17,0.36,0.43,0.04,0,0.16,0,0.29
El Salvador,SLV,1991,0.46,0.09,0.17,0.36,0.43,0.04,0,0.16,0,0.3
El Salvador,SLV,1992,0.46,0.09,0.17,0.36,0.43,0.04,0,0.16,0,0.3
El Salvador,SLV,1993,0.46,0.09,0.17,0.37,0.44,0.04,0,0.16,0,0.3
El Salvador,SLV,1994,0.47,0.09,0.17,0.37,0.44,0.04,0,0.16,0,0.3
El Salvador,SLV,1995,0.47,0.09,0.18,0.37,0.44,0.04,0,0.17,0,0.3
El Salvador,SLV,1996,0.48,0.09,0.18,0.38,0.45,0.04,0,0.17,0,0.31
El Salvador,SLV,1997,0.48,0.09,0.18,0.38,0.45,0.04,0,0.17,0,0.31
El Salvador,SLV,1998,0.49,0.09,0.18,0.38,0.46,0.04,0,0.17,0,0.31
El Salvador,SLV,1999,0.49,0.1,0.18,0.39,0.46,0.04,0,0.17,0,0.32
El Salvador,SLV,2000,0.5,0.09,0.18,0.39,0.47,0.04,0,0.18,0,0.32
El Salvador,SLV,2001,0.5,0.1,0.19,0.39,0.47,0.04,0,0.18,0,0.32
El Salvador,SLV,2002,0.5,0.1,0.19,0.4,0.48,0.05,0,0.18,0,0.32
El Salvador,SLV,2003,0.51,0.1,0.19,0.4,0.48,0.05,0,0.18,0,0.32
El Salvador,SLV,2004,0.51,0.1,0.19,0.4,0.48,0.05,0,0.18,0,0.33
El Salvador,SLV,2005,0.51,0.1,0.19,0.41,0.49,0.05,0,0.18,0,0.33
El Salvador,SLV,2006,0.52,0.1,0.19,0.41,0.49,0.05,0,0.18,0,0.33
El Salvador,SLV,2007,0.52,0.1,0.2,0.41,0.5,0.05,0,0.19,0,0.33
El Salvador,SLV,2008,0.53,0.1,0.2,0.42,0.51,0.05,0,0.19,0,0.34
El Salvador,SLV,2009,0.54,0.1,0.2,0.43,0.51,0.05,0,0.19,0,0.34
El Salvador,SLV,2010,0.54,0.1,0.21,0.43,0.51,0.05,0,0.19,0,0.35
El Salvador,SLV,2011,0.55,0.1,0.21,0.43,0.52,0.06,0,0.19,0,0.35
El Salvador,SLV,2012,0.55,0.11,0.21,0.44,0.52,0.06,0,0.2,0,0.35
El Salvador,SLV,2013,0.55,0.11,0.21,0.44,0.53,0.06,0,0.2,0,0.35
El Salvador,SLV,2014,0.56,0.11,0.22,0.44,0.53,0.06,0,0.2,0,0.36
El Salvador,SLV,2015,0.56,0.11,0.22,0.45,0.53,0.06,0,0.2,0,0.36
El Salvador,SLV,2016,0.57,0.11,0.22,0.46,0.54,0.06,0,0.2,0,0.36
El Salvador,SLV,2017,0.58,0.11,0.22,0.46,0.54,0.05,0,0.21,0,0.37
El Salvador,SLV,2018,0.58,0.11,0.23,0.46,0.55,0.05,0,0.21,0,0.37
El Salvador,SLV,2019,0.58,0.11,0.23,0.46,0.55,0.06,0,0.21,0,0.37
England,,1990,0.91,0.25,0.37,0.85,0.9,0.13,0,0.39,0,0.7
England,,1991,0.92,0.25,0.37,0.85,0.91,0.13,0,0.39,0,0.71
England,,1992,0.92,0.25,0.37,0.86,0.91,0.13,0,0.39,0,0.71
England,,1993,0.92,0.25,0.36,0.86,0.91,0.13,0,0.39,0,0.71
England,,1994,0.92,0.26,0.36,0.87,0.92,0.13,0,0.39,0,0.72
England,,1995,0.93,0.26,0.36,0.87,0.92,0.13,0,0.39,0,0.72
England,,1996,0.93,0.26,0.37,0.87,0.93,0.13,0,0.4,0,0.72
England,,1997,0.94,0.26,0.37,0.88,0.93,0.14,0,0.4,0,0.73
England,,1998,0.94,0.26,0.37,0.88,0.94,0.14,0,0.4,0,0.73
England,,1999,0.95,0.26,0.37,0.89,0.95,0.14,0,0.4,0,0.74
England,,2000,0.96,0.27,0.37,0.9,0.96,0.14,0,0.41,0,0.74
England,,2001,0.97,0.27,0.37,0.91,0.97,0.15,0,0.41,0,0.75
England,,2002,0.98,0.27,0.38,0.92,0.98,0.15,0,0.42,0,0.76
England,,2003,0.99,0.27,0.38,0.93,0.99,0.15,0,0.42,0,0.77
England,,2004,1.01,0.28,0.39,0.94,1.01,0.15,0,0.43,0,0.78
England,,2005,1.02,0.28,0.39,0.95,1.02,0.16,0,0.43,0,0.79
England,,2006,1.02,0.28,0.39,0.96,1.03,0.16,0,0.44,0,0.8
England,,2007,1.03,0.28,0.39,0.96,1.03,0.16,0,0.44,0,0.8
England,,2008,1.04,0.29,0.4,0.97,1.04,0.16,0,0.45,0,0.81
England,,2009,1.05,0.29,0.4,0.98,1.05,0.16,0,0.45,0,0.81
England,,2010,1.05,0.29,0.4,0.98,1.05,0.16,0,0.45,0,0.81
England,,2011,1.05,0.29,0.4,0.98,1.05,0.16,0,0.45,0,0.82
England,,2012,1.06,0.29,0.4,0.99,1.06,0.16,0,0.45,0,0.82
England,,2013,1.06,0.29,0.4,0.99,1.06,0.16,0,0.46,0,0.82
England,,2014,1.06,0.29,0.4,0.99,1.06,0.16,0,0.46,0,0.82
England,,2015,1.06,0.29,0.4,1,1.07,0.16,0,0.46,0,0.83
England,,2016,1.08,0.3,0.4,1.01,1.08,0.16,0,0.46,0,0.84
England,,2017,1.09,0.3,0.4,1.02,1.09,0.16,0,0.47,0,0.84
England,,2018,1.09,0.3,0.4,1.02,1.09,0.16,0,0.47,0,0.85
England,,2019,1.09,0.3,0.4,1.02,1.09,0.16,0,0.47,0,0.85
Equatorial Guinea,GNQ,1990,0.22,0.06,0.08,0.2,0.21,0.03,0,0.09,0,0.17
Equatorial Guinea,GNQ,1991,0.21,0.06,0.08,0.21,0.21,0.03,0,0.09,0,0.17
Equatorial Guinea,GNQ,1992,0.22,0.06,0.08,0.21,0.21,0.03,0,0.09,0,0.17
Equatorial Guinea,GNQ,1993,0.22,0.06,0.08,0.21,0.21,0.03,0,0.09,0,0.17
Equatorial Guinea,GNQ,1994,0.22,0.06,0.08,0.21,0.21,0.03,0,0.09,0,0.18
Equatorial Guinea,GNQ,1995,0.22,0.06,0.08,0.21,0.22,0.03,0,0.09,0,0.18
Equatorial Guinea,GNQ,1996,0.23,0.06,0.09,0.22,0.23,0.03,0,0.09,0,0.18
Equatorial Guinea,GNQ,1997,0.24,0.07,0.09,0.24,0.24,0.03,0,0.1,0,0.19
Equatorial Guinea,GNQ,1998,0.27,0.07,0.1,0.26,0.27,0.03,0,0.11,0,0.21
Equatorial Guinea,GNQ,1999,0.29,0.08,0.11,0.29,0.29,0.04,0,0.12,0,0.23
Equatorial Guinea,GNQ,2000,0.31,0.08,0.12,0.31,0.32,0.04,0,0.13,0,0.24
Equatorial Guinea,GNQ,2001,0.34,0.09,0.13,0.34,0.34,0.04,0,0.14,0,0.26
Equatorial Guinea,GNQ,2002,0.37,0.1,0.15,0.38,0.38,0.04,0,0.16,0,0.28
Equatorial Guinea,GNQ,2003,0.4,0.1,0.16,0.41,0.41,0.05,0,0.17,0,0.3
Equatorial Guinea,GNQ,2004,0.43,0.11,0.17,0.44,0.44,0.05,0,0.18,0,0.32
Equatorial Guinea,GNQ,2005,0.45,0.11,0.19,0.47,0.47,0.05,0,0.19,0,0.34
Equatorial Guinea,GNQ,2006,0.47,0.12,0.2,0.49,0.49,0.06,0,0.2,0,0.35
Equatorial Guinea,GNQ,2007,0.49,0.12,0.21,0.51,0.51,0.06,0,0.21,0,0.36
Equatorial Guinea,GNQ,2008,0.5,0.13,0.21,0.53,0.53,0.06,0,0.22,0,0.37
Equatorial Guinea,GNQ,2009,0.52,0.13,0.22,0.54,0.54,0.06,0,0.22,0,0.38
Equatorial Guinea,GNQ,2010,0.53,0.13,0.23,0.55,0.55,0.06,0,0.22,0,0.39
Equatorial Guinea,GNQ,2011,0.53,0.13,0.23,0.56,0.55,0.06,0,0.23,0,0.39
Equatorial Guinea,GNQ,2012,0.54,0.14,0.24,0.57,0.56,0.07,0,0.23,0,0.39
Equatorial Guinea,GNQ,2013,0.54,0.14,0.25,0.57,0.56,0.07,0,0.23,0,0.4
Equatorial Guinea,GNQ,2014,0.54,0.14,0.25,0.57,0.57,0.07,0,0.23,0,0.4
Equatorial Guinea,GNQ,2015,0.54,0.14,0.25,0.57,0.57,0.07,0,0.23,0,0.4
Equatorial Guinea,GNQ,2016,0.54,0.14,0.25,0.57,0.56,0.07,0,0.23,0,0.4
Equatorial Guinea,GNQ,2017,0.53,0.13,0.25,0.56,0.55,0.07,0,0.23,0,0.39
Equatorial Guinea,GNQ,2018,0.52,0.13,0.25,0.55,0.54,0.07,0,0.22,0,0.39
Equatorial Guinea,GNQ,2019,0.51,0.13,0.25,0.53,0.52,0.07,0,0.22,0,0.38
Eritrea,ERI,1990,0.19,0.06,0.08,0.18,0.18,0.03,0,0.08,0,0.15
Eritrea,ERI,1991,0.19,0.06,0.08,0.18,0.18,0.03,0,0.08,0,0.16
Eritrea,ERI,1992,0.2,0.06,0.08,0.18,0.19,0.03,0,0.08,0,0.16
Eritrea,ERI,1993,0.2,0.06,0.08,0.19,0.19,0.03,0,0.08,0,0.16
Eritrea,ERI,1994,0.2,0.06,0.08,0.19,0.19,0.03,0,0.08,0,0.17
Eritrea,ERI,1995,0.2,0.06,0.08,0.19,0.2,0.03,0,0.08,0,0.17
Eritrea,ERI,1996,0.21,0.06,0.09,0.2,0.2,0.03,0,0.08,0,0.17
Eritrea,ERI,1997,0.21,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.17
Eritrea,ERI,1998,0.22,0.06,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,1999,0.22,0.07,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2000,0.22,0.07,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2001,0.22,0.07,0.09,0.21,0.22,0.03,0,0.09,0,0.18
Eritrea,ERI,2002,0.22,0.07,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2003,0.22,0.07,0.09,0.21,0.22,0.03,0,0.09,0,0.18
Eritrea,ERI,2004,0.22,0.07,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2005,0.22,0.07,0.1,0.21,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2006,0.22,0.07,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2007,0.22,0.07,0.09,0.21,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2008,0.22,0.07,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2009,0.22,0.07,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2010,0.21,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2011,0.21,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.18
Eritrea,ERI,2012,0.21,0.06,0.09,0.2,0.21,0.03,0,0.09,0,0.18
